Y_i
3657236.700660637
17401103.172065016
88788067.78708898
23990750.818793066
550997069.3687171
652688771.8852826
24979048.864382625
2040182.0535487626
1764683990.1639528
533249337.97107166
75621854.24683303
2662015.9817631305
688639342.3789448
19868934.388568647
21167567.73121097
442441413.3729388
107417809.54598226
47915026.30672929
14575869.048355028
28511618.749231998
72566370.10840267
3103648.2829194474
8166787.1041130265
46289942.58803908
2207943691.029962
6744957.390037995
16239803.318569364
2944410.6525992495
20050541.74025486
2576133.474409557
2191900766.7259097
930236782.3286378
344964593.62661695
18125564158.956898
81046790.54398672
49940677.87092803
68463114.34287009
16511085.285410402
368425851.099268
1362542.4492985548
2543927.808526477
88461493.24207713
3314536.192058909
7213495.772771965
34467986.1087028
367912228.8671494
4685940194.240193
4151884.840547641
656480.2874266399
419278161.6205309
122681092.6122378
252800767.43557405
122393961.83015703
401040999.21934813
2116025.333682198
1660785449.3216276
43364525.84170005
164087752.16351026
304098014.33143157
5539046.066835107
3124496979.500137
477019.33117847075
20537587.211386185
3424964591.215868
31070457.107270453
78082289.93496229
24016779.855130598
3284310.4826989663
2058763.5985578944
12844811.035873882
248779491.58443984
1319619.705600779
3398016.709502897
105852162.91015089
18338659.791518055
393289411.63139904
35388827.67244607
86824749.09152946
19939098.80217719
228239977.9682256
1399068739.532317
3611907109.879423
573689569.3976487
405929042.3310723
261393067.14079854
32052387.061840706
519883256.55863994
2365304628.244843
19594701.680330884
52371030.72649271
4271443069.5201516
272380989.85946906
108824671.7273337
14369821.144997207
45173131.87501588
287382.5076944007
1062596.5534785101
1771019907.2727242
170291762.5038142
16712728.017772874
21316831.389577646
4454704.684840325
48638949.49916829
2432640.250195996
85657714.73726377
2226956.219107179
84186967.69757843
87729101.45430988
44391704.782691956
45996231.01330969
149385551.36419865
17026828.19690952
16197396.119040042
6628575.510932712
1841228711.4320633
1505152.4435698413
16738448.564065568
21329801.964299016
23131634.40827819
68794881.67352003
7684268.465475402
21768242.685461137
22130194.580354862
11062345.99386293
14918670.149718832
12822389.795186749
435535989.5101713
12968255.427000774
9823781.94191168
16993910.60985825
370036206.6349687
18546493.726330806
1216206084.086009
504652767.8491944
41027899.14893511
256402526.7108882
115364901.30068243
341440294.9621574
83932286.74591538
273933369.9999668
446046349.7459201
282348.9669478247
31870268.395072583
840667182.9325985
297376415.50592977
44184649.974065855
5835332.384367727
224657631.0476457
361525696.52977836
2060186052.4603763
14233236.948587764
1095800157.4206305
109777212.27263936
31422521.00512047
534219642.1700102
1688051.8437399615
6564670.729628283
34646906.19034177
11064119.170635542
84618151.48078473
12068824.022065563
3676994.1602160796
144999520.90509206
75265378.90554658
604329039.1707444
4677428.529853489
1628822.671227914
2208870.249351018
23737191.80644464
1404062.5215526386
13555061.31606648
9692057.623417059
545815974.6676679
12210301.22637242
62164291.289049625
2096245.7317261805
519435.91609039425
28333232.50975669
50900501.43495259
1144205535.7067811
80091662.23224345
49628168.76010318
182690630.46228746
78325686.27631883
28288890504.897224
104059355.80086595
1071800.6095422138
483045065.6129885
468899546.6305053
1145502.9735229276
21711748.157633968
395275427.0904182
29137221.430807415
36142464.2000728
