us_tariff,china_rate,eu_rate,canmex_rate,welfare_us,cpi_us,employment_us,trade_deficit_us,hhi_pharma,welfare_china,welfare_eu
0.0,0.0,0.3,0.2,-0.7462752060421796,-2.416584216464579,-0.2741682509029064,-8.613139332773102,580.4,0.1147402294624511,0.019189463692614872
0.0,0.0,0.3,0.3,-0.8766048312625285,-2.7678333072175154,-0.32158232448138424,-10.039251952231137,580.4,0.1395814318164046,0.027196264941675707
0.0,0.0,0.3,0.4,-0.965553180158607,-3.0220229398701504,-0.3540462104174691,-11.020842673579113,580.4,0.15816835036197574,0.03323740175158463
0.0,0.0,0.3,0.5,-1.0262468389477086,-3.2026612826929424,-0.37623630730611035,-11.694945761716363,580.4,0.171706033337915,0.037602362228073005
0.0,0.0,0.4,0.0,-0.31795795708626784,-1.510455321882398,-0.12043272806359084,-4.089617461459673,580.4,0.051362330722981575,-0.0959601255014153
0.0,0.0,0.4,0.1,-0.5897786028547403,-2.1179729107444145,-0.2182130267686544,-6.99140464784997,580.4,0.08947177739258017,-0.08815711416516603
0.0,0.0,0.4,0.2,-0.7798601324179866,-2.595045980099131,-0.28709422175577926,-9.049301625112253,580.4,0.12148462795520398,-0.08068003877873542
0.0,0.0,0.4,0.3,-0.9107074399693049,-2.9521871417242718,-0.33475872077923796,-10.481812873939196,580.4,0.1466013980627512,-0.07445426177665748
0.0,0.0,0.4,0.4,-1.000088581843328,-3.210994398136058,-0.36742676021737086,-11.468791894566992,580.4,0.16542266767511915,-0.06969001220735738
0.0,0.0,0.4,0.5,-1.0611224259423402,-3.3951158311274043,-0.38977472850896255,-12.147148833683605,580.4,0.17914741135649503,-0.06622290485609472
0.0,0.0,0.5,0.0,-0.3386336936365364,-1.615748044460874,-0.1282900339538151,-4.359846303186134,580.4,0.055466702681705726,-0.18134904217557146
0.0,0.0,0.5,0.1,-0.6108102028174023,-2.228621578894807,-0.22626226963908813,-7.265940932242776,580.4,0.09377267344761187,-0.17648289886582624
0.0,0.0,0.5,0.2,-0.8012613427314519,-2.7103901769811145,-0.295329292959734,-9.32838857813383,580.4,0.12598548152089606,-0.17132177259988612
0.0,0.0,0.5,0.3,-0.9324469411783554,-3.071411644576094,-0.3431572135263239,-10.76510983756641,580.4,0.15128684808911608,-0.16683062086040312
0.0,0.0,0.5,0.4,-1.0221109086109958,-3.333263765125949,-0.37595858639141166,-11.755632023992895,580.4,0.17026474072205922,-0.16331979287311782
0.0,0.0,0.5,0.5,-1.0833671686706126,-3.519684584358973,-0.3984097579970203,-12.43678646988442,580.4,0.18411437410352782,-0.16073958978202185
0.0,0.1,0.0,0.0,-0.06036866270962005,-0.2773417143262735,-0.022766649885930246,-0.7736837200983585,580.4,0.07591195426965847,-0.005169119071068984
0.0,0.1,0.0,0.1,-0.32863826216508185,-0.8288500422432898,-0.11854883830595409,-3.6348360785828,580.4,0.11451520402001591,0.003792226395638032
0.0,0.1,0.0,0.2,-0.5149031278247618,-1.2570878412193065,-0.18547222961521337,-5.647627760338417,580.4,0.14641852032175606,0.011880977171663254
0.0,0.1,0.0,0.3,-0.6422137395647454,-1.5741280225846643,-0.23141062315022998,-7.0375912501139215,580.4,0.17107766772106459,0.018362243221514696
0.0,0.1,0.0,0.4,-0.7286281824644414,-1.8016675143252003,-0.26267269039949026,-7.988507297748361,580.4,0.1893239328969898,0.023190441509668425
0.0,0.1,0.0,0.5,-0.7873294792750674,-1.9623084497381815,-0.2839356786236147,-8.638334916151646,580.4,0.2024967920976284,0.026637040197097228
0.0,0.1,0.1,0.0,-0.20926421906353188,-0.9748563542085975,-0.07917747536040354,-2.6810773732228568,580.4,0.10115392263720935,0.1193944708135053
0.0,0.1,0.1,0.1,-0.47953044803039635,-1.5570328824812685,-0.17608056660772808,-5.56453306663558,580.4,0.14088863815047148,0.1335688606567409
0.0,0.1,0.1,0.2,-0.6679542077235756,-2.012013518929423,-0.24410555751316343,-7.602400428790506,580.4,0.1739788859554503,0.1459467908021761
0.0,0.1,0.1,0.3,-0.7972664249973782,-2.3509909423671482,-0.29101490124832097,-9.016100711570859,580.4,0.19974480755438062,0.15575879997169473
0.0,0.1,0.1,0.4,-0.8853576747818614,-2.5956087970961605,-0.3230666127572279,-9.987140364131587,580.4,0.218930451755317,0.16306315619880607
0.0,0.1,0.1,0.5,-0.9453750653622084,-2.7690542838755716,-0.3449378706548045,-10.652874458715255,580.4,0.23284994337453568,0.16829907317301718
0.0,0.1,0.2,0.0,-0.29748745582725,-1.4064384311689104,-0.11275101874376192,-3.8200378580105587,580.4,0.11787808083618678,0.08302043097707656
0.0,0.1,0.2,0.1,-0.5690721798414566,-2.009164958902432,-0.21038999383478085,-6.718914217435117,580.4,0.15842921804463117,0.09688916641170664
0.0,0.1,0.2,0.2,-0.7589012931846217,-2.4821363304558086,-0.2791345767345188,-8.773651831418492,580.4,0.1923553257755728,0.10916451714224618
0.0,0.1,0.2,0.3,-0.8895137369199335,-2.8359490880045635,-0.3266789785164481,-10.203197543427743,580.4,0.21889309005382884,0.11899477878640763
0.0,0.1,0.2,0.4,-0.9786966408460551,-3.092179475817902,-0.35924905481958813,-11.187661020873577,580.4,0.23873211607770006,0.12637014465202157
0.0,0.1,0.2,0.5,-1.0395737134819782,-3.2743739750794587,-0.38152122677045375,-11.864023547259583,580.4,0.25317107405937733,0.13168845973630106
0.0,0.1,0.3,0.0,-0.35089476365233185,-1.6752086832681812,-0.13311786918238644,-4.51366310144345,580.4,0.1287987120710099,-0.005574075864367423
0.0,0.1,0.3,0.1,-0.6233381607057331,-2.2913964326014113,-0.23123300893987953,-7.4228632550165905,580.4,0.1699120588209535,0.005701424571569191
0.0,0.1,0.3,0.2,-0.8140737088872751,-2.7761851147166228,-0.30044175387131666,-9.488710972082115,580.4,0.20440566662536241,0.015996423715725072
0.0,0.1,0.3,0.3,-0.9455231946930653,-3.139776335220368,-0.3483960926486618,-10.928638754309318,580.4,0.23146424534561394,0.02438842428376109
0.0,0.1,0.3,0.4,-1.0354096063894591,-3.4036882614706943,-0.3813015424285582,-11.921891725678025,580.4,0.2517433211786546,0.030752288847391007
0.0,0.1,0.3,0.5,-1.0968417590532908,-3.5916886009477955,-0.4038337650054791,-12.605219774509521,580.4,0.2665321341465354,0.03537053863285067
0.0,0.1,0.4,0.0,-0.3840447458733576,-1.8452766479354676,-0.145767422147991,-4.946279549510697,580.4,0.13595919396458545,-0.1015098927625191
0.0,0.1,0.4,0.1,-0.6570478051968975,-2.4702534376155882,-0.24419094882170977,-7.862322532663827,580.4,0.17745295075104472,-0.09343496589949707
0.0,0.1,0.4,0.2,-0.8483702693936612,-2.9627716723615083,-0.31369971565095023,-9.935459052266086,580.4,0.21232706444194172,-0.0856493918223844
0.0,0.1,0.4,0.3,-0.9803608886411297,-3.332772980382681,-0.36191914255594426,-11.382174801792305,580.4,0.2397333424156045,-0.07912683608031212
