gdp
3648573136.151547
17233051620.11173
84824654481.72493
23547179830.44126
514130432653.0811
646075277525.1245
24085749592.33591
2033085185.185185
1728057316695.608
511685203845.0012
72356176470.58824
2642161668.852108
644782756682.7565
19676049075.70109
20324617844.52654
437415331040.9943
102407653020.6062
46079867021.2766
14338500000
27514782476.04056
71857382745.6066
3066850000
8141700000
45135398008.81664
2173665655937.274
6720733200
15128292980.86384
2898227743.135453
19396084498.0084
2555492085.248306
2142470914401.357
892301906662.6022
335533331669.2191
17794783039551.96
78875489245.05385
49279410982.82597
66383287002.98666
15321055822.5167
363493841244.3033
1352380971.240551
2533819406.491597
86497941439.01744
3281419347.370531
7139428557.714231
33886930712.33943
343207874553.7345
4525703903627.531
4098530513.557767
653992592.5925926
407091920305.4043
121444279313.9308
247626161016.4145
118844826000
396002496996.9597
2065001626.01626
1620090734956.891
41291245222.19485
163697927593.9824
295532341254.9072
5442046565.047186
3061826961931.881
460000000
19388402541.66978
3380854520809.537
30777833585.44408
76370396722.15402
22199409741.25781
2396111021.641486
2048348108.358519
12337550583.75397
243498333237.8023
1316733333.333333
3235809504.298714
104450210572.0123
17159509565.46763
380812234827.8318
34400509852.04365
84393795502.44211
19850829757.54185
212388906458.7239
1371171152331.155
3567551674623.007
551394889339.7783
404625655204.6191
250842782139.4642
31325116556.38074
513611100815.691
2300941152991.805
19423355409.23157
50967475352.11268
4204494802431.555
262641892078.5242
108038588970.595
13987627908.83814
42335646895.79839
279208903.3376435
1055499777.777778
1712792854202.369
163704878875.8504
15843155731.25518
20992421948.80809
4240000000
45096462972.40136
2430148148.148148
84356863743.63354
2117962450.794688
79789877416.16808
85755006123.5976
42247850064.51251
45803067940.4072
144417103249.6458
16539436547.29497
15790113246.74777
6590894301.9579
1789114434843.463
259300000
15763621848.115
20661794596.08726
22328640241.5553
66757619000
7530593375.220339
20325121393.90736
20954220983.54733
10651709411.45943
14644524819.00536
12712150082.0792
399705169318.4771
12351025066.91312
9623318718.314594
16819170420.56532
363846332834.6184
17829218219.35911
1154361305398.06
485310823603.662
40908073366.84552
252175506110.1678
108810923276.9831
337912301397.7272
83318176900
267603248655.2527
437146372729.9424
281849062.5
30729242919.44108
809200697797.0883
289114289663.5424
42956263543.94817
5814661208.905444
213002809330.2668
350775856415.1892
2021421476035.417
14097768472.18828
1067582933333.333
109265503110.9039
30848333083.70554
501427500080.0585
1633319401.194135
6411869546.289289
34015620000
10968517090.00037
81342660752.3732
11997800760.22418
3455146280.839754
132908336234.2945
69148468417.32083
584960475767.3202
4442875788.085052
1627776949.273743
2141450171.139321
23622827079.50465
1402054390.94734
13149325362.33467
9171261837.57103
514968699239.0048
12060602008.84778
60628857142.85714
2079916900
518180042.2415088
27372285697.94772
48529595416.65326
1118252964260.773
79062403820.89198
48768955863.31749
178757021965.0084
77240830877.45967
27843283300000
101591769702.3432
1065962962.962963
482359318767.7031
429716969043.5717
1126313359.219226
21606160783.98445
380699271814.5082
27577956471.24399
35231367885.85537
